filename,gt,crnn_pred,tess_pred
02783,។   ក្រៅពី នេះ ព្រាហ្មណ៍ បាន និយាយ អំពី   ព្រហ្ម័ន   ព្រះព្រហ្ម, គន ក ក ្ លប់ ្មុ ពះ,ហៅ ពីនេះ ព្រាហ្មណ៍.បាន.និយាយ អំពី: ព្រ ហ្ម ន ព្រះព្រ
02784,ប្តី   ; គោរព   ស្តាប់ បង្គាប់ ប្តី   សុខចិត្ត រង ទុក្ខ អត់ធ្មត់ គ្រប់,  ស ក សន ន្ ស្នុ,“ប្ដី: គោរព» ស្តាប់'បង្គាប់:ប្ដី សុខចិត្ត រងទុក្ខ អត់ធ្មត់.គ្រប់
02785,បំផត,បំផត,បំផក
02786,អ្នក ដែល បង្ខំ អោយ បប្រើ គ្រឿងញៀន រក អ្នក ផ្តល់ ប្រឹក្សា ដើម្បី ពិភាក្សា ជួយ ក្នុង,។ ្កគ់ ន្ពន្កំងំ្ុទ,ប ដែល ប័ត្នំ'អោយ បម្រើ គ្រឿងញៀន រក អ្នក ផ្តល់ ប្រឹក្សា ដើម្ប ពភាក្សា ជួយ ក្ន
02787,ក្នង ឆាក,ក្នង ឆាក,គ្នន នាគ
02788,ស្លោក,ស្លោក,់ឈ្លាក
02789,ក្ដុង,ក្ដុង,គ្គន៍
02790,ច្បាប់,ច្បាប់,ច្យាប
02791,អោយ ដូចជា ស្រលាញ់,អោយ ដូចជា ស្រលាញ់,ណយ នូចដា ក្រស
02792,ភាព ក្រាម បន្ទះ   និង វាយ ភព គ្មាន ក្រាម បន្ទះ,អ ្រ អ្ូ  ងលយ ក ន្ន ាយ យួ,ាព:ក្រាម បន្ទះ និង វាយភពគ្មាន”ក្រាម បន្ទ
02793,  តាមរយៈ ការសរសេរ   ការនិយាយ   ការផ្សព្វ   ផ្សាយ   ការផ្លាស់ប្តូរ អំណាច,គជា កំន ស្យ ទូ ផជ្ស្ស់ៈ,តាមរយៈ ការសរសេរ ការនិយាយ  ការផ្សព្វ ផ្សាយ ការផ្លាស់ប្ដូរ អំណាច
02794,ស្រលូង,ស្រលូង,ក្រយា
02795,វាលវីជនី,វាលវីជនី,ខាល
02796,ស្មាធិ៍,ស្មាធ៍,ស្នាអី
02797,អនិមន្តន៍,អនិមន្តន៍,អនិមន្តន៍
02798,នរជេដ្ឋ,នរជេដ្ឋ,39(ជដ្ឋ
02799,ដ៏ជាក់លាក់លទ្ធភាពបំពេញ,ដ៏ជាក់លាក់លទ្ធភាពបំពេញ,ដ៏ជាក់លាក់លទ្ធភាពបំពេញ
02800,ខែមេសា ពន្លឺ កាត់ កែង,ខែមេសា ពន្លឺ កាត់ កែង,2មេសា «ន្នី កាត់ ពន
02801,សកដមាគ៌ា,សកដមាគ៌ា,សកដមាក៏ា
02802,ជា អណ្ដើត,ជា អណ្ដើត,ជា អ»ណ្តើត
02803,អន្តាយ,អន្តាយ,អន្តាយ
02804,កែ,កែ,វ
02805,នីហរ័ណ,នីហរ័ណ,នីហរ័ណ
02806,ក្នុងរយៈពេលជាងពី,ក្នុងរយៈពេលជាងពី,ក្ថ@រយៈឈណលជាចើី
02807,នគរ ក បិល ពស្ដុ ។ ព្រះមាតា នាម   សិរិមហា,ទគរកបលណ្ត ។ព្ះមាក នាម បើយហា,នគរកបិលពស្ត។ ព្រះមាតានាម សិរិមហា
02808,ធ្វើគ្មានប្រាក់ចំណូលកត្តា,ធ្វើគ្មានប្រាក់ចំណូលកត្តា,(ទ្វូគ្មា8ប្រាក់ចំបាលកត្ចា
02809,ល្អាត,ល្អាត,ល្អាត
02810,ខ្លៅ,ខ្លៅ,មៅ
02811,នៃ តម្រូវការ របស់ អ្នកប្រើប្រាស់៖,ខៃ គម្រការ បស់ អ្នកប្រើប្រាស់,
02812,សង្គម ប្រកបដោយ នីតិរដ្ឋសង្គម មាន ការរីកចម្រើន   និង អភិវឍ្ឍ យ៉ាង,ខ្ក សិើ ខមន ក់ ្ុំ ំ មួយ,សង្គម ប្រកបដោយ នីតិរដ្ឋសង្គម មាន ការរីកចម្រើន និង អភិវឌ្ឍ យ៉ង
02813,ជារបស់ខ្លួនឬបញ្ចក្ខន្ធ,ជារបស់ខ្លួនឬបញ្ចក្ខន្,ដារបស់ខ្លួ& ញគ្ធន្ធ
02814,ទំនឹម ទំនៀម ខ្មែរ,ទំនឹម ទំនៀម ខ្មែរ,ទំនីយ ទំនៀយ ខ្មែរ
02815,អង្គភាពដែលអ្នក,អង្គភាពដែលអ្នក,អន្លំភានលភ្ធក
02816,បាន យ័ន,បាន យ័ន,៉ាន យ័ន
02817,ខ្មែរយើង?,ខ្មែរយើង?,ខ្វរយើឆ7
02818,ជុំ​កន្លង់,ជុំកន្លង់,ជុំកន្លង់
02819,រូបរាគៈ   សេចក្តីត្រេកអរ នៅក្នុង រួប ភាព,បជៈ  សេក្ីិតរកេ ៅក្ុ្យងគា,រូបរាគៈ  'សេចក្តីត្រេកអរ នៅក្នុង រូប ភាព
02820,សង្គម គ្រួសារ មាន សារៈសំខាន់ យ៉ាង ដូច ជា៖ គ្រួសារ ជា កន្លែង សម្រាប់ ពូជសាស្ត្រ,មុន្លះេប់េនូនធ្ទវរសុវផចរ៉ងពទ,សង្គម គ្រួសារ មាន សារៈសំខាន់ យ៉ាង ដូច ជា៖ គ្រួសារ ជា កន្លែង សម្រាប់ ពូជសាស្រ្រ/
02821,( មាត្រា,( មាត្រា,( យាត្រា
02822,ពូកែ យក ចំណេះដឹង,ពូកែ យក ចំណេះដឹង,ពូវ៊ យក ចំណះនឹ
02823,បានជាគេ,បានជាគេ,បាខជ(គ
02824,កង្វាក់,កង្វាក់,កង្វាក់
02825,អត់ទ្រាំ ស្តាប់ នូវ ពាក្យ សម្តី ស្តីបន្ទោស ឬ ប្រដៅ មាន កាយ វា វា សមរម្ប មិន,ន្រ ្បូេសុន រ នេសរេស៍,អត់ទ្រាំ ស្តាប់នូវ ពាក្យ សម្ដី ស្តីបន្ទោស ឬ ប្រដៅ មាន កាយ វា វា សមរម្ប មិន
02826,ម្នាក់ ៗ,ម្នាក់ ៗ,ម្នាក់
02827,ប្រពាស,ប្រពាស,ប្រ៣ាយ
02828,តើព្រះរាជាណាចក្រ,តើព្រះរាជាណាចក្រ,(តិព្រះ១ាជាយាចក្រ
02829,ភពរណបឈ្មោះអ្វីមាន,ភពរណបឈ្មោះអ្វីមាន,កភ៩រណបឈ្នា<ភ្វីមាន
02830,សករាជ ផង មហាសករាជ ផង និង,សករាជ ផង មហាសករាជ ផង និង,តរករាជ នន ២ហាសករាន នង និន
02831,កំពាង,កំពាង,កំពាង
02832,ត្រង់,ត្រង់,ត្រ
02833,សម្បយុត្ត,សម្បយុត្ត,សមុ យុត្ត
02834,យឺន,យីន,យឺន
02835,រវូប,រវូប,ររូប
02836,។សិលាម៉ាក់ម៉ា,។សិលាម៉ាក់ម៉ា,។សិលាម៉ាក់ម៉ា
02837,លក្ខណៈក្តៅ,លក្ខណៈក្តៅ,លគ្ខណ-“ គាំ
02838,ដីឬទឹកលើផ្ទៃដី។ហេតុអ្វី,ដីឬទឹកលើផ្ទៃដី។ហេតុអ្វី,នីៗឬទឹកណី)អូនី។ហាអុ.អ្វី
02839,សមធម៌ ជម្រុញ,សមធម៌ ជម្រុញ,សមឆធមម ជគ៊ុំញ្ញា
02840,មនុស្ស មាន សីលធម៍   មាន ឧត្តម គតិ ស្រលាញ់ សង្គមជាតិ របស់ ខ្លួន   ព្រមទាំង,គចតចន គតចំងចញកដុបជំនូវ នៅ,មនុស្ស មាន់ៈ:សីលធម៍ “មាន ឧត្តម គតិ ស្រលាញ់ សង្គមជាតិ របស់ខ្លួន: ព្រមទាំង
02841,បោស សំអាត និង,បោស សំអាត និង,លាស សក ន
02842,ដើម គ្រិស្ត សករាជ   ទើប,ដើម គ្រិស្ត សករជ   ទើប,ដើម គ្រិស្ត សករាជ ទើប
02843,ប្រជាប្រិយៈ រាំ វង់ រាំ,ប្រជាប្រិយៈ រាំ វង់ រាំ,ស្រជាស្រិយ.“ 7 ដ៏ រាំ
02844,ពន្ធរបស់បារាំង,ពន្ធរបស់បារាំង,សន្ធរឋសជ៉ារាំ
02845,។ កុមារ,។ កុមារ,7 កុបាខ
02846,កោសេយ្យ,កោសេយ្យ,កោសេយ្យ
02847,ផ្នក់​ទឹក,ផ្នក់ទឹក,ផ្នក់ទឹក
02848,កំណើត ដោយសារ កម្តៅ   និង សម្ពាធ ក្នុង សំបក ផែនដី ។,កបហែបា ស្ នម្មស្ង នំបំ,កំណើត ដោយសារ កម្តៅ និង សម្ពាធ ក្នុង សំបក ផែនដី
02849,មក ហើយ ដែល,មក ហើយ ដែល,បក (ហ៊ិយ បល
02850,ពពែភ្នែក,ពពែភ្នែក,ពពែក្នែក
02851,ហ្វឹកហ្វឺន,ហ្វឹកហ្វឺន,ហ្វឹកហ្វីន
02852,មានកម៌នដែល,មានកម៌នដែល,មាន កន័ននែល
02853,) តើ ជនជាតិ ខ្មែរ មាន,) តើ ជនជាតិ ខ្មែរ មាន,) តើ ជនជាតិ ខ្មែរ មាន
02854,គឺទំហំទ្រង់ទ្រាយ,គឺទំហំទ្រង់ទ្រាយ,គីនហ័្រន័ឲ្រាយ
02855,ត្រី មូរតិ គឺ ព្រះព្រហ្ម,ត្រី មូរតិ គឺ ព្រះព្រហ្ម,ត្រី ម៉ូរនិ គឺ ព្រះព្រហ្ម
02856,ឆ្ងាយពេក។រឿងនេះ,ឆ្ងាយពេក។រឿងនេះ,"ឆ្ងាយ(0ក7(#),32"
02857,សេចក្តីអោយ អធិករ ណ៏ បាន ចប់ ដោយ សុចរិត   យុត្តិធម៍ ចៅក្រម ប្រើ ល្បិច តាម តំរាប់,កំ.ក់ៈ។េដេ់ គំេក្សុំ្នង,សេចក្តីអោយ អធិករ ណ៏ បាន ចប់ ដោយ សុចរិត យុត្តិធម៍ ចៅក្រម ប្រើ ល្បិច តាម គំតប៉
02858,ជាដើម។ការសិក្សា,ជាដើម។ការសិក្សា,ជា(ខិ២7កានយំក្យា
02859,កខុប,កខុប,កខ
02860,លក្ខណៈ ឲ្យ កូនប្រុស ស្រី បាន ទៅ រៀន បាន ខ្ពង់ខ្ពស់ ណែនាំ ប្រជាពលរដ្ឋ ឲ្យ មាន ការគិតគូរ,វ្កស្លកទនអុក្កំែងជ្នសុ,លក្ខណៈ ឲ្យ កូនប្រុស ស្រី បាន ទៅ រៀន បាន ខ្ពង់ខ្ពស់ ណែនាំ ប្រជាពលរដ្ឋ ឲ្យ មាន ការគិតគូរ
02861,កត្តា ដែល នាំឲ្យ មាន,កត្តា ដែល នាំឲ្យ មាន,កត្តា ដែល នាំឲ្យ មាន
